filepath,class,start_time,end_time
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,204.0,207.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,207.0,210.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,210.0,213.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,213.0,216.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,216.0,219.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,219.0,222.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,222.0,225.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,225.0,228.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,228.0,231.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,231.0,234.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,234.0,237.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,237.0,240.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,240.0,243.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,243.0,246.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,246.0,249.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,249.0,252.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,252.0,255.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,255.0,258.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,258.0,261.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,261.0,264.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,264.0,267.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,267.0,270.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,270.0,273.0
../ibc53/Asian_Barred_Owlet/31.wav,Asian_Barred_Owlet,273.0,276.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/17.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/1.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/1.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/1.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/1.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/1.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/1.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/1.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/1.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/33.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/33.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/33.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/33.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/13.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/13.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/13.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/13.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/13.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/13.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/13.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/26.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/26.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/26.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/26.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/26.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/16.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/16.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/36.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/36.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/36.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/36.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/20.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/20.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/20.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/28.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/28.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/28.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/28.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/28.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/28.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,36.0,39.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,39.0,42.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,42.0,45.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,45.0,48.0
../ibc53/Asian_Barred_Owlet/21.wav,Asian_Barred_Owlet,48.0,51.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/39.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,36.0,39.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,39.0,42.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,42.0,45.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,45.0,48.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,48.0,51.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,51.0,54.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,54.0,57.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,57.0,60.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,60.0,63.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,63.0,66.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,66.0,69.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,69.0,72.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,72.0,75.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,75.0,78.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,78.0,81.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,81.0,84.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,84.0,87.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,87.0,90.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,90.0,93.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,93.0,96.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,96.0,99.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,99.0,102.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,102.0,105.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,105.0,108.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,108.0,111.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,111.0,114.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,114.0,117.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,117.0,120.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,120.0,123.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,123.0,126.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,126.0,129.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,129.0,132.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,132.0,135.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,135.0,138.0
../ibc53/Asian_Barred_Owlet/12.wav,Asian_Barred_Owlet,138.0,141.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,36.0,39.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,39.0,42.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,42.0,45.0
../ibc53/Asian_Barred_Owlet/2.wav,Asian_Barred_Owlet,45.0,48.0
../ibc53/Asian_Barred_Owlet/4.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/4.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/4.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/27.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/27.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/27.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/27.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/27.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/14.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/37.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/37.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/37.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/37.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/37.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/37.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/37.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/37.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/22.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/22.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/22.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/22.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/10.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,36.0,39.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,39.0,42.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,42.0,45.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,45.0,48.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,48.0,51.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,51.0,54.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,54.0,57.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,57.0,60.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,60.0,63.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,63.0,66.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,66.0,69.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,69.0,72.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,72.0,75.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,75.0,78.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,78.0,81.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,81.0,84.0
../ibc53/Asian_Barred_Owlet/29.wav,Asian_Barred_Owlet,84.0,87.0
../ibc53/Asian_Barred_Owlet/41.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/41.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/40.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/40.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/40.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/40.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/32.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/32.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/32.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/32.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/32.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/32.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/32.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/32.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,30.0,33.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,33.0,36.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,36.0,39.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,39.0,42.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,42.0,45.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,45.0,48.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,48.0,51.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,51.0,54.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,54.0,57.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,57.0,60.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,60.0,63.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,63.0,66.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,66.0,69.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,69.0,72.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,72.0,75.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,75.0,78.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,78.0,81.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,81.0,84.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,84.0,87.0
../ibc53/Asian_Barred_Owlet/30.wav,Asian_Barred_Owlet,87.0,90.0
../ibc53/Asian_Barred_Owlet/19.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/19.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/19.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/9.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,24.0,27.0
../ibc53/Asian_Barred_Owlet/6.wav,Asian_Barred_Owlet,27.0,30.0
../ibc53/Asian_Barred_Owlet/11.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/11.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/35.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/35.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/35.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,0,3.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,3.0,6.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,6.0,9.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,9.0,12.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,12.0,15.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,15.0,18.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,18.0,21.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,21.0,24.0
../ibc53/Asian_Barred_Owlet/38.wav,Asian_Barred_Owlet,24.0,27.0
